CATAID_1,SPECID,BPT,WHAN,WISE_AGN,CIGALE_AGN,BLR_HA,BLR_HB,LOFAR,eFEDS,Score
298790,346922334726154240,UNCXY,sAGN,False,False,False,False,False,False,1
546094,G15_Y1_IS1_071,UNCXY,sAGN,False,False,False,False,False,False,1
570206,347988866575132672,UNCX,ELR,False,False,True,False,False,False,1
8534,323234187396016128,SFGX,wAGN,False,False,False,False,False,False,1
49972,G15_Y1_IS2_040,UNCX,ELR,False,False,True,False,False,False,1
298349,G15_Y3_052_361,AGNXY,NER,False,False,False,False,False,False,1
23640,323234737151830016,NOEL,NER,False,False,False,False,True,False,1
289424,582119972608698368,UNCXY,sAGN,False,False,False,False,False,False,1
397367,579908855178225664,NOEL,LLR,False,False,False,False,True,False,1
70024,319876002664704000,SFGX,sAGN,False,False,False,False,False,False,1
288429,579876969341020160,SFGX,sAGN,False,False,False,False,False,False,1
230260,579866249102649344,UNCX,ELR,False,False,True,False,False,False,1
263110,G15_Y4_203_023,SFGXY,sAGN,False,False,False,False,False,False,1
343179,G15_Y5_028_171,SFGX,wAGN,False,False,False,False,False,False,1
16262,G15_Y3_004_288,UNCXY,sAGN,False,False,False,False,False,False,1
143500,370523633304496128,AGNXY,NER,False,False,False,False,False,False,1
623432,531574322410579968,UNCXY,sAGN,False,False,False,False,False,False,1
71679,324421109812324352,UNCX,LLR,False,False,False,False,True,False,1
136853,369463158131156992,SFGX,sAGN,False,False,False,False,False,False,1
561446,324344418876286976,SFGX,sAGN,False,False,False,False,False,False,1
611785,324419460544882688,SFGX,wAGN,False,False,False,False,False,False,1
70167,319905139722840064,UNCXY,sAGN,False,False,False,False,False,False,1
136847,370520609647519744,AGNXY,ELR,False,False,False,False,False,False,1
78837,G15_Y3_033_323,UNCXY,sAGN,False,False,False,False,False,False,1
373300,532566906096347136,UNCX,wAGN,False,False,False,False,False,False,1
9322,325477740318844928,SFGX,sAGN,False,False,False,False,False,False,1
593997,G15_Y3_033_310,SFGX,wAGN,False,False,False,False,False,False,1
372766,531514124148959232,SFGX,UNC,False,False,False,False,True,False,1
218702,532585872671926272,UNCX,LLR,False,False,False,False,True,False,1
136716,369453812282320896,UNCXY,sAGN,False,False,False,False,False,False,1
143545,370536277688215552,AGNXY,ELR,False,False,False,False,False,False,1
198040,531481688555939840,UNCX,wAGN,False,False,False,False,False,False,1
229002,345799458493065216,UNCX,ELR,False,False,True,False,False,False,1
561838,324302912312338432,SFGX,sAGN,False,False,False,False,False,False,1
715463,G15_Y4_206_141,SFGXY,SFG,False,False,True,False,False,False,1
561728,324311983283267584,SFGXY,sAGN,False,False,False,False,False,False,1
78982,345782141184927744,UNCXY,sAGN,False,False,False,False,False,False,1
177514,370561291577747456,SFGX,wAGN,False,False,False,False,False,False,1
124093,371595387531716608,SFGX,sAGN,False,False,False,False,False,False,1
302813,532601540712622080,SFGX,wAGN,False,False,False,False,False,False,1
171142,G12_Y4_208_316,UNCX,NER,False,False,False,False,False,False,0
536055,G12_Y3_026_043,UNCX,NER,False,False,False,False,False,False,0
48174,G15_Y6_096_313,NOEL,NER,False,False,False,False,False,False,0
261147,G15_Y4_202_303,SFGX,UNC,False,False,False,False,False,False,0
130737,G12_Y5_028_317,UNCX,ELR,False,False,False,False,False,False,0
261268,G15_Y4_215_276,NOEL,NER,False,False,False,False,False,False,0
262470,G15_Y4_216_095,UNCY,LLR,False,False,False,False,False,False,0
297631,G15_Y6_099_206,NOEL,NER,False,False,False,False,False,False,0
296419,G15_Y5_041_210,SFGX,UNC,False,False,False,False,False,False,0
123845,G12_Y4_208_343,UNCX,NER,False,False,False,False,False,False,0
39495,G12_Y3_023_159,SFGXY,SFG,False,False,False,False,False,False,0
131512,G12_Y5_030_242,UNCX,NER,False,False,False,False,False,False,0
718970,G15_Y6_098_097,SFGY,NER,False,False,False,False,False,False,0
714066,G15_Y6_095_237,NOEL,NER,False,False,False,False,False,False,0
177409,G12_Y3_020_061,NOEL,LLR,False,False,False,False,False,False,0
54078,G12_Y3_021_086,SFGX,UNC,False,False,False,False,False,False,0
131967,G12_Y4_209_355,SFGXY,UNC,False,False,False,False,False,False,0
4327300,G15_Y6_099_234,UNCXY,SFG,False,False,False,False,False,False,0
620049,G15_Y6_097_332,UNCX,ELR,False,False,False,False,False,False,0
179121,G12_Y6_041_375,NOEL,LLR,False,False,False,False,False,False,0
585592,G12_Y3_022_187,SFGX,UNC,False,False,False,False,False,False,0
129951,G12_Y5_031_225,SFGX,ELR,False,False,False,False,False,False,0
176997,G12_Y6_040_236,NOEL,NER,False,False,False,False,False,False,0
619488,G15_Y3_051_301,NOEL,NER,False,False,False,False,False,False,0
85638,G12_Y3_022_237,UNCXY,SFG,False,False,False,False,False,False,0
164420,G12_Y5_004_037,UNCX,UNC,False,False,False,False,False,False,0
320476,G15_Y3_052_209,UNCXY,UNC,False,False,False,False,False,False,0
172003,G12_Y5_033_364,NOEL,LLR,False,False,False,False,False,False,0
70129,G12_Y3_023_378,UNCX,NER,False,False,False,False,False,False,0
364031,G15_Y4_214_214,UNCX,NER,False,False,False,False,False,False,0
30350,G12_Y3_047_279,UNCXY,SFG,False,False,False,False,False,False,0
85150,G12_Y3_018_109,SFGX,SFG,False,False,False,False,False,False,0
163642,G12_Y5_006_046,UNCX,NER,False,False,False,False,False,False,0
341628,G15_Y4_206_051,NOEL,NER,False,False,False,False,False,False,0
249611,G15_Y4_206_133,UNCX,NER,False,False,False,False,False,False,0
362757,G15_Y4_209_221,NOEL,NER,False,False,False,False,False,False,0
363509,G15_Y4_207_286,SFGX,UNC,False,False,False,False,False,False,0
129905,G12_Y4_205_273,SFGX,ELR,False,False,False,False,False,False,0
261612,G15_Y4_208_004,UNCXY,SFG,False,False,False,False,False,False,0
696907,G12_Y3_041_015,UNCXY,SFG,False,False,False,False,False,False,0
129764,G12_Y5_006_297,SFGXY,SFG,False,False,False,False,False,False,0
132106,G12_Y4_203_278,UNCX,LLR,False,False,False,False,False,False,0
132021,G12_Y4_203_238,UNCXY,SFG,False,False,False,False,False,False,0
172760,G12_Y4_203_145,SFGX,UNC,False,False,False,False,False,False,0
65497,G15_Y5_061_067,UNCX,UNC,False,False,False,False,False,False,0
184206,G12_Y3_047_388,SFGX,UNC,False,False,False,False,False,False,0
85925,G12_Y3_043_094,SFGX,UNC,False,False,False,False,False,False,0
172125,G12_Y5_020_217,UNCX,NER,False,False,False,False,False,False,0
130703,G12_Y5_014_245,UNCXY,UNC,False,False,False,False,False,False,0
131733,G12_Y5_013_330,UNCX,NER,False,False,False,False,False,False,0
320261,G15_Y5_035_301,NOEL,NER,False,False,False,False,False,False,0
343624,G15_Y4_211_138,SFGX,UNC,False,False,False,False,False,False,0
131571,G12_Y4_206_311,UNCX,UNC,False,False,False,False,False,False,0
262306,G15_Y4_212_009,UNCX,UNC,False,False,False,False,False,False,0
55256,G12_Y3_028_223,UNCX,ELR,False,False,False,False,False,False,0
124863,G12_Y5_027_005,NOEL,LLR,False,False,False,False,False,False,0
177007,G12_Y3_047_073,SFGXY,SFG,False,False,False,False,False,False,0
70771,G12_Y3_028_276,UNCXY,UNC,False,False,False,False,False,False,0
273213,G12_Y3_034_189,UNCX,UNC,False,False,False,False,False,False,0
130856,G12_Y4_207_254,NOEL,LLR,False,False,False,False,False,False,0
122987,G12_Y5_006_062,NOEL,LLR,False,False,False,False,False,False,0
446744,G15_Y4_203_280,NOEL,LLR,False,False,False,False,False,False,0
40319,G12_Y3_038_229,SFGX,UNC,False,False,False,False,False,False,0
131826,G12_Y4_206_373,SFGX,UNC,False,False,False,False,False,False,0
266923,G15_Y4_207_308,UNCX,NER,False,False,False,False,False,False,0
790738,G12_Y3_035_098,SFGX,UNC,False,False,False,False,False,False,0
144065,G12_Y3_035_328,SFGX,SFG,False,False,False,False,False,False,0
363868,G15_Y4_211_342,SFGXY,SFG,False,False,False,False,False,False,0
594944,G15_Y5_061_136,UNCX,UNC,False,False,False,False,False,False,0
124011,G12_Y5_023_384,UNCXY,UNC,False,False,False,False,False,False,0
266903,G15_Y4_207_295,SFGXY,SFG,False,False,False,False,False,False,0
252286,G15_Y1_IN1_326,AGNX,LLR,False,False,False,False,False,False,0
84406,G12_Y3_016_120,UNCXY,SFG,False,False,False,False,False,False,0
545050,G15_Y5_001_337,NOEL,LLR,False,False,False,False,False,False,0
343922,G15_Y4_242_060,NOEL,NER,False,False,False,False,False,False,0
262312,G15_Y4_243_003,UNCX,NER,False,False,False,False,False,False,0
32208,G12_Y1_HS2_233,NOEL,NER,False,False,False,False,False,False,0
64674,G15_Y6_101_321,UNCX,NER,False,False,False,False,False,False,0
48408,G15_Y5_029_055,NOEL,LLR,False,False,False,False,False,False,0
261121,G15_Y4_244_225,AGNX,NER,False,False,False,False,False,False,0
250988,G15_Y5_002_093,UNCX,UNC,False,False,False,False,False,False,0
99903,G12_Y1_IN1_264,NOEL,NER,False,False,False,False,False,False,0
15808,G15_Y5_003_376,NOEL,LLR,False,False,False,False,False,False,0
47981,G15_Y5_005_272,UNCX,NER,False,False,False,False,False,False,0
262418,G15_Y5_028_264,SFGX,UNC,False,False,False,False,False,False,0
593033,G15_Y5_005_277,SFGX,SFG,False,False,False,False,False,False,0
99822,G12_Y1_HN1_333,SFGY,NER,False,False,False,False,False,False,0
508966,G15_Y5_009_151,NOEL,LLR,False,False,False,False,False,False,0
40946,G12_Y1_HS2_270,SFGXY,SFG,False,False,False,False,False,False,0
493013,G15_Y6_101_134,NOEL,LLR,False,False,False,False,False,False,0
84984,G12_Y1_ND4_311,SFGXY,SFG,False,False,False,False,False,False,0
7025,G12_Y1_ND1_289,AGNX,LLR,False,False,False,False,False,False,0
78336,G15_Y5_029_289,UNCX,NER,False,False,False,False,False,False,0
559719,G12_Y1_ND3_168,SFGX,SFG,False,False,False,False,False,False,0
261795,G15_Y4_240_220,SFGX,SFG,False,False,False,False,False,False,0
560074,G12_Y1_ND3_077,SFGX,UNC,False,False,False,False,False,False,0
341552,G15_Y4_241_302,UNCX,ELR,False,False,False,False,False,False,0
609705,G12_Y1_ND2_236,NOEL,NER,False,False,False,False,False,False,0
6988,G12_Y1_ND1_277,SFGX,UNC,False,False,False,False,False,False,0
100106,G12_Y1_IND1_330,UNCX,ELR,False,False,False,False,False,False,0
583491,G12_Y1_ND1_170,NOEL,NER,False,False,False,False,False,False,0
537580,G12_Y1_IS2_361,NOEL,NER,False,False,False,False,False,False,0
179619,G12_Y1_IS2_064,SFGX,UNC,False,False,False,False,False,False,0
145697,G12_Y1_IS2_019,NOEL,NER,False,False,False,False,False,False,0
261007,G15_Y4_241_370,NOEL,LLR,False,False,False,False,False,False,0
86164,G12_Y1_IND1_335,NOEL,LLR,False,False,False,False,False,False,0
570282,G15_Y5_010_281,SFGX,UNC,False,False,False,False,False,False,0
99664,G12_Y1_HN1_271,NOEL,LLR,False,False,False,False,False,False,0
363544,G15_Y5_011_202,SFGX,SFG,False,False,False,False,False,False,0
85639,G12_Y1_GN1_382,SFGX,SFG,False,False,False,False,False,False,0
185886,G12_Y1_GS1_168,SFGX,UNC,False,False,False,False,False,False,0
145067,G12_Y1_GS1_019,NOEL,LLR,False,False,False,False,False,False,0
569296,G15_Y5_022_108,NOEL,NER,False,False,False,False,False,False,0
593771,G15_Y5_022_213,NOEL,LLR,False,False,False,False,False,False,0
55401,G12_Y1_GND1_160,UNCX,LLR,False,False,False,False,False,False,0
611103,G12_Y1_GN1_384,NOEL,LLR,False,False,False,False,False,False,0
85508,G12_Y1_GN1_321,NOEL,NER,False,False,False,False,False,False,0
8765,G12_Y1_HN1_268,UNCX,ELR,False,False,False,False,False,False,0
85475,G12_Y1_GN1_280,NOEL,LLR,False,False,False,False,False,False,0
70949,G12_Y1_GN1_169,UNCX,NER,False,False,False,False,False,False,0
55466,G12_Y1_GN1_132,AGNX,NER,False,False,False,False,False,False,0
746936,G15_Y5_022_336,NOEL,NER,False,False,False,False,False,False,0
297128,G15_Y5_023_193,NOEL,LLR,False,False,False,False,False,False,0
561024,G12_Y1_GN1_106,AGNX,LLR,False,False,False,False,False,False,0
47677,G15_Y5_024_031,NOEL,NER,False,False,False,False,False,False,0
107453,G15_Y5_021_254,SFGX,SFG,False,False,False,False,False,False,0
561028,G12_Y1_GS1_292,NOEL,LLR,False,False,False,False,False,False,0
536794,G12_Y1_GS1_305,UNCXY,SFG,False,False,False,False,False,False,0
619811,G15_Y5_021_004,UNCXY,UNC,False,False,False,False,False,False,0
266085,G15_Y6_102_233,SFGX,SFG,False,False,False,False,False,False,0
186062,G12_Y1_GS2_080,UNCX,NER,False,False,False,False,False,False,0
179009,G12_Y1_GS2_096,UNCX,NER,False,False,False,False,False,False,0
185921,G12_Y1_GS2_145,NOEL,NER,False,False,False,False,False,False,0
228284,G15_Y5_012_233,NOEL,NER,False,False,False,False,False,False,0
40828,G12_Y1_GS2_345,SFGXY,SFG,False,False,False,False,False,False,0
47425,G15_Y5_024_145,UNCXY,SFG,False,False,False,False,False,False,0
536897,G12_Y1_GS2_368,UNCX,LLR,False,False,False,False,False,False,0
536920,G12_Y1_GS2_374,AGNX,LLR,False,False,False,False,False,False,0
55956,G12_Y1_HN1_083,NOEL,NER,False,False,False,False,False,False,0
106589,G15_Y5_012_214,NOEL,NER,False,False,False,False,False,False,0
611178,G12_Y1_HN1_197,UNCX,ELR,False,False,False,False,False,False,0
250850,G15_Y4_240_168,NOEL,NER,False,False,False,False,False,False,0
491458,G15_Y5_030_175,UNCX,NER,False,False,False,False,False,False,0
22135,G12_Y3_010_198,UNCX,UNC,False,False,False,False,False,False,0
343037,G15_Y4_224_183,UNCXY,SFG,False,False,False,False,False,False,0
273419,G12_Y2_039_367,SFGX,UNC,False,False,False,False,False,False,0
342985,G15_Y4_222_051,NOEL,NER,False,False,False,False,False,False,0
535055,G12_Y2_037_552,NOEL,NER,False,False,False,False,False,False,0
30531,G12_Y2_037_505,SFGXY,SFG,False,False,False,False,False,False,0
39167,G12_Y2_037_267,SFGXY,SFG,False,False,False,False,False,False,0
185798,G12_Y2_036_192,NOEL,LLR,False,False,False,False,False,False,0
178825,G12_Y2_036_152,SFGXY,SFG,False,False,False,False,False,False,0
106037,G15_Y5_033_256,NOEL,NER,False,False,False,False,False,False,0
618307,G15_Y5_033_020,SFGX,UNC,False,False,False,False,False,False,0
263042,G15_Y4_225_145,UNCXY,NER,False,False,False,False,False,False,0
951906,G12_Y2_034_268,SFGX,UNC,False,False,False,False,False,False,0
696903,G12_Y2_033_153,SFGXY,SFG,False,False,False,False,False,False,0
545485,G15_Y5_032_271,SFGXY,SFG,False,False,False,False,False,False,0
31571,G12_Y2_031_232,UNCXY,SFG,False,False,False,False,False,False,0
24326,G12_Y2_040_118,SFGXY,SFG,False,False,False,False,False,False,0
290171,G12_Y2_040_247,UNCXY,SFG,False,False,False,False,False,False,0
239122,G15_Y4_240_111,UNCX,NER,False,False,False,False,False,False,0
534640,G12_Y3_001_283,UNCX,NER,False,False,False,False,False,False,0
8885,G12_Y3_007_102,NOEL,LLR,False,False,False,False,False,False,0
690020,G12_Y3_006_143,NOEL,NER,False,False,False,False,False,False,0
31371,G12_Y3_006_022,UNCX,NER,False,False,False,False,False,False,0
363436,G15_Y4_216_301,AGNX,LLR,False,False,False,False,False,False,0
30418,G12_Y3_001_370,SFGXY,UNC,False,False,False,False,False,False,0
342564,G15_Y4_217_161,UNCX,NER,False,False,False,False,False,False,0
363913,G15_Y4_220_388,NOEL,NER,False,False,False,False,False,False,0
231680,G12_Y2_040_275,UNCXY,UNC,False,False,False,False,False,False,0
536049,G12_Y2_044_342,SFGXY,SFG,False,False,False,False,False,False,0
261676,G15_Y4_221_139,UNCX,NER,False,False,False,False,False,False,0
342371,G15_Y4_221_153,NOEL,NER,False,False,False,False,False,False,0
185320,G12_Y2_044_117,SFGX,UNC,False,False,False,False,False,False,0
41008,G12_Y2_043_338,SFGXY,SFG,False,False,False,False,False,False,0
97820,G12_Y2_041_132,NOEL,NER,False,False,False,False,False,False,0
263013,G15_Y4_225_158,UNCX,LLR,False,False,False,False,False,False,0
239264,G15_Y6_099_315,NOEL,NER,False,False,False,False,False,False,0
536869,G12_Y2_029_236,NOEL,NER,False,False,False,False,False,False,0
619026,G15_Y4_237_180,UNCXY,SFG,False,False,False,False,False,False,0
567691,G15_Y6_100_218,NOEL,NER,False,False,False,False,False,False,0
250410,G15_Y4_234_006,NOEL,NER,False,False,False,False,False,False,0
221024,G12_Y2_003_345,UNCX,NER,False,False,False,False,False,False,0
273477,G12_Y2_001_190,NOEL,LLR,False,False,False,False,False,False,0
508847,G15_Y4_235_102,NOEL,NER,False,False,False,False,False,False,0
24181,G12_Y2_001_069,UNCX,NER,False,False,False,False,False,False,0
611712,G12_Y1_ND7_346,NOEL,NER,False,False,False,False,False,False,0
361870,G15_Y4_226_329,UNCX,NER,False,False,False,False,False,False,0
611521,G12_Y1_ND6_362,UNCX,ELR,False,False,False,False,False,False,0
278262,G15_Y4_237_262,SFGX,SFG,False,False,False,False,False,False,0
342696,G15_Y4_240_029,NOEL,LLR,False,False,False,False,False,False,0
561508,G12_Y1_ND6_168,UNCX,NER,False,False,False,False,False,False,0
586373,G12_Y1_ND6_076,NOEL,NER,False,False,False,False,False,False,0
56289,G12_Y1_ND6_026,NOEL,LLR,False,False,False,False,False,False,0
32027,G12_Y2_004_345,NOEL,NER,False,False,False,False,False,False,0
145510,G12_Y2_005_234,SFGX,UNC,False,False,False,False,False,False,0
41271,G12_Y2_005_305,UNCX,NER,False,False,False,False,False,False,0
178134,G12_Y2_006_031,NOEL,NER,False,False,False,False,False,False,0
79217,G15_Y4_231_383,NOEL,NER,False,False,False,False,False,False,0
143574,G12_Y2_011_382,NOEL,NER,False,False,False,False,False,False,0
22663,G12_Y2_014_120,UNCX,UNC,False,False,False,False,False,False,0
186815,G12_Y2_022_011,SFGX,UNC,False,False,False,False,False,False,0
97881,G12_Y2_023_084,UNCXY,SFG,False,False,False,False,False,False,0
320151,G15_Y4_228_086,UNCXY,SFG,False,False,False,False,False,False,0
97828,G12_Y2_023_123,UNCX,UNC,False,False,False,False,False,False,0
273622,G12_Y2_025_186,UNCX,NER,False,False,False,False,False,False,0
250580,G15_Y4_227_094,NOEL,LLR,False,False,False,False,False,False,0
47185,G15_Y5_030_255,UNCXY,SFG,False,False,False,False,False,False,0
144391,G12_Y2_026_381,UNCXY,UNC,False,False,False,False,False,False,0
696627,G12_Y2_027_079,UNCXY,SFG,False,False,False,False,False,False,0
543751,G15_Y6_100_179,UNCX,ELR,False,False,False,False,False,False,0
278070,G15_Y6_095_228,NOEL,NER,False,False,False,False,False,False,0
593445,G15_Y3_032_105,UNCX,LLR,False,False,False,False,False,False,0
485430,G15_Y3_047_105,UNCX,ELR,False,False,False,False,False,False,0
298149,G15_Y1_FN1_204,NOEL,NER,False,False,False,False,False,False,0
106054,G15_Y2_013_036,NOEL,NER,False,False,False,False,False,False,0
92132,G15_Y2_013_042,SFGX,UNC,False,False,False,False,False,False,0
298143,G15_Y1_FN2_214,UNCX,LLR,False,False,False,False,False,False,0
92993,G15_Y1_FN2_123,UNCXY,ELR,False,False,False,False,False,False,0
16404,G15_Y1_FN2_121,NOEL,LLR,False,False,False,False,False,False,0
320603,G15_Y1_FN1_321,UNCX,ELR,False,False,False,False,False,False,0
228792,G15_Y1_FN1_016,SFGX,UNC,False,False,False,False,False,False,0
719052,G15_Y2_010_186,SFGX,UNC,False,False,False,False,False,False,0
91733,G15_Y6_077_206,NOEL,LLR,False,False,False,False,False,False,0
78488,G15_Y1_ES2_263,AGNX,LLR,False,False,False,False,False,False,0
593534,G15_Y1_ES2_202,NOEL,LLR,False,False,False,False,False,False,0
617965,G15_Y2_013_143,UNCX,NER,False,False,False,False,False,False,0
15102,G15_Y6_090_048,SFGX,UNC,False,False,False,False,False,False,0
238417,G15_Y2_013_287,SFGX,UNC,False,False,False,False,False,False,0
228220,G15_Y2_012_203,UNCX,ELR,False,False,False,False,False,False,0
318686,G15_Y2_009_265,NOEL,NER,False,False,False,False,False,False,0
545422,G15_Y2_006_289,UNCX,NER,False,False,False,False,False,False,0
619265,G15_Y1_FS2_307,UNCX,LLR,False,False,False,False,False,False,0
64381,G15_Y1_FS2_375,NOEL,LLR,False,False,False,False,False,False,0
64395,G15_Y1_FS2_373,NOEL,NER,False,False,False,False,False,False,0
78967,G15_Y1_FS2_348,AGNX,LLR,False,False,False,False,False,False,0
92186,G15_Y2_007_155,NOEL,LLR,False,False,False,False,False,False,0
568903,G15_Y6_089_205,SFGX,UNC,False,False,False,False,False,False,0
228160,G15_Y2_007_352,SFGX,SFG,False,False,False,False,False,False,0
64331,G15_Y1_FS2_290,SFGX,UNC,False,False,False,False,False,False,0
593904,G15_Y1_FS1_227,NOEL,LLR,False,False,False,False,False,False,0
297520,G15_Y6_078_226,NOEL,NER,False,False,False,False,False,False,0
48736,G15_Y1_FS2_173,AGNX,LLR,False,False,False,False,False,False,0
493706,G15_Y2_008_004,SFGX,UNC,False,False,False,False,False,False,0
545168,G15_Y1_FS2_124,AGNX,LLR,False,False,False,False,False,False,0
48968,G15_Y1_FS2_033,UNCX,NER,False,False,False,False,False,False,0
513152,G15_Y2_008_375,SFGXY,SFG,False,False,False,False,False,False,0
947343,G15_Y6_090_175,NOEL,LLR,False,False,False,False,False,False,0
92845,G15_Y1_ES1_312,AGNX,LLR,False,False,False,False,False,False,0
92719,G15_Y1_ES1_287,SFGXY,SFG,False,False,False,False,False,False,0
319971,G15_Y1_DN2_334,UNCX,UNC,False,False,False,False,False,False,0
505109,G15_Y2_016_127,SFGX,UNC,False,False,False,False,False,False,0
63447,G15_Y1_DS1_191,UNCX,LLR,False,False,False,False,False,False,0
544419,G15_Y2_018_003,UNCX,NER,False,False,False,False,False,False,0
738643,G15_Y2_018_070,NOEL,NER,False,False,False,False,False,False,0
507927,G15_Y2_018_088,SFGX,UNC,False,False,False,False,False,False,0
568637,G15_Y1_DS1_157,UNCX,NER,False,False,False,False,False,False,0
593074,G15_Y2_018_338,SFGXY,SFG,False,False,False,False,False,False,0
617857,G15_Y6_077_025,UNCX,NER,False,False,False,False,False,False,0
239054,G15_Y1_DN2_319,UNCX,ELR,False,False,False,False,False,False,0
48017,G15_Y2_018_394,NOEL,NER,False,False,False,False,False,False,0
238888,G15_Y1_DN2_240,NOEL,NER,False,False,False,False,False,False,0
15749,G15_Y1_DN2_047,NOEL,NER,False,False,False,False,False,False,0
63439,G15_Y6_075_315,UNCY,NER,False,False,False,False,False,False,0
228235,G15_Y1_DN2_013,UNCX,NER,False,False,False,False,False,False,0
505155,G15_Y2_016_113,AGNX,LLR,False,False,False,False,False,False,0
48262,G15_Y1_DS2_061,UNCXY,UNC,False,False,False,False,False,False,0
508902,G15_Y2_016_047,UNCX,NER,False,False,False,False,False,False,0
78331,G15_Y2_015_323,NOEL,NER,False,False,False,False,False,False,0
92330,G15_Y2_015_249,SFGX,SFG,False,False,False,False,False,False,0
297700,G15_Y1_EN1_218,UNCX,ELR,False,False,False,False,False,False,0
17316,G15_Y6_076_083,NOEL,LLR,False,False,False,False,False,False,0
239223,G15_Y1_EN2_236,NOEL,LLR,False,False,False,False,False,False,0
320075,G15_Y1_EN2_253,UNCX,LLR,False,False,False,False,False,False,0
63442,G15_Y2_015_171,SFGX,UNC,False,False,False,False,False,False,0
320168,G15_Y1_EN2_280,NOEL,NER,False,False,False,False,False,False,0
569149,G15_Y1_ES1_044,NOEL,NER,False,False,False,False,False,False,0
93684,G15_Y2_014_333,NOEL,LLR,False,False,False,False,False,False,0
63864,G15_Y1_ES1_213,NOEL,NER,False,False,False,False,False,False,0
229299,G15_Y2_014_308,UNCX,UNC,False,False,False,False,False,False,0
618807,G15_Y1_ES1_253,UNCX,UNC,False,False,False,False,False,False,0
79456,G15_Y2_014_135,NOEL,NER,False,False,False,False,False,False,0
49083,G15_Y2_006_307,SFGX,UNC,False,False,False,False,False,False,0
250830,G15_Y6_078_270,UNCX,UNC,False,False,False,False,False,False,0
106414,G15_Y1_DN1_142,NOEL,NER,False,False,False,False,False,False,0
486062,G15_Y2_001_039,NOEL,LLR,False,False,False,False,False,False,0
79687,G15_Y1_IS2_275,SFGXY,SFG,False,False,False,False,False,False,0
508723,G15_Y2_001_012,NOEL,NER,False,False,False,False,False,False,0
714885,G15_Y6_083_055,UNCY,LLR,False,False,False,False,False,False,0
321169,G15_Y1_HN2_318,NOEL,LLR,False,False,False,False,False,False,0
107622,G15_Y1_HN2_112,SFGXY,SFG,False,False,False,False,False,False,0
298688,G15_Y1_HN1_236,UNCX,ELR,False,False,False,False,False,False,0
486748,G15_Y2_002_031,NOEL,NER,False,False,False,False,False,False,0
545865,G15_Y1_HS1_103,SFGXY,SFG,False,False,False,False,False,False,0
505767,G15_Y2_002_043,UNCX,NER,False,False,False,False,False,False,0
16941,G15_Y1_HN1_145,SFGXY,SFG,False,False,False,False,False,False,0
273139,G12_Y1_FX2_189,UNCX,LLR,False,False,False,False,False,False,0
493935,G15_Y1_GX2_359,UNCX,NER,False,False,False,False,False,False,0
513307,G15_Y1_GX2_356,NOEL,LLR,False,False,False,False,False,False,0
505880,G15_Y2_004_119,UNCX,NER,False,False,False,False,False,False,0
619901,G15_Y1_IS2_251,UNCX,LLR,False,False,False,False,False,False,0
569911,G15_Y1_HS1_167,UNCX,NER,False,False,False,False,False,False,0
93426,G15_Y1_GN1_064,SFGX,UNC,False,False,False,False,False,False,0
298993,G15_Y1_IN1_171,UNCX,NER,False,False,False,False,False,False,0
240437,G15_Y1_IN1_226,UNCXY,UNC,False,False,False,False,False,False,0
17211,G15_Y1_IN2_149,UNCX,NER,False,False,False,False,False,False,0
240400,G15_Y1_IN2_236,UNCX,NER,False,False,False,False,False,False,0
252236,G15_Y1_IN2_291,SFGX,SFG,False,False,False,False,False,False,0
341604,G15_Y6_081_275,NOEL,NER,False,False,False,False,False,False,0
47153,G15_Y6_082_226,UNCX,ELR,False,False,False,False,False,False,0
3276137,G15_Y6_081_167,SFGXY,SFG,False,False,False,False,False,False,0
79518,G15_Y1_HS1_351,SFGX,ELR,False,False,False,False,False,False,0
594766,G15_Y1_HS2_331,SFGX,UNC,False,False,False,False,False,False,0
79449,G15_Y1_HS2_297,NOEL,NER,False,False,False,False,False,False,0
49380,G15_Y1_HS2_164,SFGX,UNC,False,False,False,False,False,False,0
77195,G15_Y6_082_310,UNCXY,UNC,False,False,False,False,False,False,0
715435,G15_Y6_083_016,NOEL,NER,False,False,False,False,False,False,0
570071,G15_Y1_HS2_017,SFGY,NER,False,False,False,False,False,False,0
486941,G15_Y1_GX2_186,SFGX,UNC,False,False,False,False,False,False,0
505887,G15_Y2_004_125,NOEL,NER,False,False,False,False,False,False,0
237731,G15_Y6_081_134,SFGX,UNC,False,False,False,False,False,False,0
251689,G15_Y1_GN1_295,SFGX,UNC,False,False,False,False,False,False,0
266797,G15_Y6_084_391,NOEL,NER,False,False,False,False,False,False,0
492842,G15_Y2_005_212,SFGXY,UNC,False,False,False,False,False,False,0
93431,G15_Y1_GN2_062,NOEL,NER,False,False,False,False,False,False,0
79042,G15_Y6_080_003,NOEL,LLR,False,False,False,False,False,False,0
320988,G15_Y1_GN1_353,SFGXY,SFG,False,False,False,False,False,False,0
493017,G15_Y2_005_317,UNCX,ELR,False,False,False,False,False,False,0
722020,G15_Y6_085_030,NOEL,LLR,False,False,False,False,False,False,0
569482,G15_Y1_GS2_199,NOEL,LLR,False,False,False,False,False,False,0
509049,G15_Y2_006_127,NOEL,NER,False,False,False,False,False,False,0
228968,G15_Y1_GN1_180,SFGX,UNC,False,False,False,False,False,False,0
3080285,G15_Y6_079_239,SFGX,UNC,False,False,False,False,False,False,0
